target_date,generated_at,fixture_id,home_team,away_team,team_side,source_name,probable_status,probable_players_count,official_players_count,matched_players_count,accuracy_11,lineup_accuracy_grade,matched_players,missing_players,wrong_players,evaluation_status,source_url,source_guard,auto_apply,production_change
2026-07-04,2026-07-04T10:37:10+01:00,1494200,Sirius,Mjallby AIF,home,sportsmole,IMPORTED,11,0,0,,NO_OFFICIAL_LINEUP,,,tannander;castegren;nwadike;jeng;widgren;stensson;walta;milleskog;lindberg;heier;salech,NO_OFFICIAL_LINEUP,https://www.sportsmole.co.uk/football/mjallby-aif/preview/mjallby-aif-vs-sirius-prediction-team-news-lineups_547435.html,probable=data/processed/today/2026-07-04/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-04/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv; official=data/processed/today/2026-07-04/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-04/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-04,2026-07-04T10:37:10+01:00,1494200,Sirius,Mjallby AIF,away,sportsmole,IMPORTED,10,0,0,,NO_OFFICIAL_LINEUP,,,tornqvist;brorsson;rosler;t pettersson;johansson;rojkjaer;gustavsson;stahl;gustafson;bergstrom,NO_OFFICIAL_LINEUP,https://www.sportsmole.co.uk/football/mjallby-aif/preview/mjallby-aif-vs-sirius-prediction-team-news-lineups_547435.html,probable=data/processed/today/2026-07-04/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-04/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv; official=data/processed/today/2026-07-04/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-04/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-04,2026-07-04T19:39:48+01:00,1494198,Halmstad,Vasteras SK FK,home,sportsmole,IMPORTED,11,0,0,,NO_OFFICIAL_LINEUP,,,ronning;boman;gregor;tougjas;kaib;illary;allansson;ascone;carneil;arvidsson;faraj,NO_OFFICIAL_LINEUP,https://www.sportsmole.co.uk/football/halmstads-bk/preview/halmstad-vs-vasteras-prediction-team-news-lineups_600559.html,probable=data/processed/today/2026-07-04/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-04/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv; official=data/processed/today/2026-07-04/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-04/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,IMPORTED,11,11,8,0.727,B,saunes~eirik franke saunes:0.96;skaret~brage skaret:0.96;schneider~daniel schneider:0.96;rasch~robin rasch:0.96;soras~tore andre soras:0.96;hjorth~jonas lange hjorth:0.96;vinge~rasmus eggen vinge:0.96;njie~bilal njie:0.96,havar jensen;sander hansen sjkvist;magnus grdem,odegaard;sjokvist;grodem,EVALUATED,https://www.sportsmole.co.uk/football/molde/preview/kfum-vs-molde-prediction-team-news-lineups_601771.html,probable=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-29/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-29/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-29/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-29/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1492307,Remo,Vitoria,home,sportsmole,IMPORTED,11,11,9,0.818,B,marcelo rangel~marcelo rangel:1.00;ze ivaldo~zé ivaldo:1.00;mayk~mayk:1.00;ze welison~zé welison:1.00;leonel picco~leonel picco:1.00;ze ricardo~zé ricardo:1.00;yago pikachu~yago pikachu:1.00;jaja~jajá:1.00;alef manga~alef manga:1.00,marcelinho;matheus felipe,marcelo rodrigues;marllon borges,EVALUATED,https://www.sportsmole.co.uk/football/mirassol/preview/mirassol-vs-remo-prediction-team-news-lineups_602018.html,probable=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-29/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-29/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-29/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-29/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1492307,Remo,Vitoria,away,sportsmole,IMPORTED,11,11,10,0.909,A,jamerson~jamerson:1.00;caca~cacá:1.00;luan candido~luan cândido:1.00;ramon~ramon:1.00;gabriel baralhas~gabriel baralhas:1.00;ze vitor~zé vitor:1.00;erick~erick:1.00;arcanjo~lucas arcanjo:0.96;tarzia~diego tarzia:0.96;rene~renê sousa:0.88,caique gonçalves,martinez,EVALUATED,https://www.sportsmole.co.uk/football/vitoria/preview/vitoria-vs-palmeiras-prediction-team-news-lineups_602011.html,probable=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-29/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-29/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-29/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-29/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1494709,Aalesund,Viking,away,sportsmole,IMPORTED,11,11,8,0.727,B,belko~ubomír belko:0.96;stensness~gianni stensness:0.96;baertelsen~anders baertelsen:0.96;askildsen~kristoffer askildsen:0.96;bell~joe bell:0.96;fuglestad~niklas kemp fuglestad:0.96;christiansen~peter christiansen:0.96;kvia-egeskog~simen kvia-egeskog:0.94,sondre flem bjrshol;vetle auklend;edvin austb,bjorshol;haugen;austbo,EVALUATED,https://www.sportsmole.co.uk/football/aalesund/preview/aalesund-vs-viking-fk-prediction-team-news-lineups_601783.html,probable=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-29/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-29/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-29/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-29/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1494711,KFUM Oslo,Molde,away,sportsmole,LEARNING_ONLY,11,11,3,0.273,D,granaas~sondre milian granaas:0.96;daga~daniel daga:0.96;hestad~eirik hestad:0.96,albert posiadaa;mathias lvik;sivert sira hansen;birk risa;samukelo kabini;emil breivik;oskar spiten-nyster;jalal abdullai,karlstrom;bjornbak;oyvann;haugan;amundsen;eikrem;sery;gulbrandsen,EVALUATED,https://www.sportsmole.co.uk/football/molde/preview/molde-vs-kfum-prediction-team-news-lineups_576343.html,probable=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-29/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-29/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-29/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-29/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1492307,Remo,Vitoria,away,sportsmole,LEARNING_ONLY,11,11,5,0.455,D,caca~cacá:1.00;erick~erick:1.00;arcanjo~lucas arcanjo:0.96;candido~luan cândido:0.96;baralhas~gabriel baralhas:0.96,jamerson;ramon;zé vitor;caique gonçalves;diego tarzia;renê sousa,neris;nathan;martinez;cantalapiedra;matheuzinho;kayzer,EVALUATED,https://www.sportsmole.co.uk/football/vitoria/preview/vitoria-vs-sao-paulo-prediction-team-news-lineups_595460.html,probable=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-29/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-29/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-29/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-29/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1494709,Aalesund,Viking,home,sportsmole,LEARNING_ONLY,11,11,6,0.545,C,haram~simen haram:0.96;charles~uba charles:0.96;christensen~mathias christensen:0.96;hagen~elias kristoffersen hagen:0.96;osenbroch~endre hjertager osenbroch:0.96;lonebu~kristian lonebu:0.96,luca podlech;emil engqvist;ólafur gumundsson;marius andresen;hakon butli hammer,larsen;kjelsen;gudmundsson;melland;nesso,EVALUATED,https://www.sportsmole.co.uk/football/valerenga-fotball/preview/valerenga-vs-aalesund-prediction-team-news-lineups_601201.html,probable=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-29/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-29/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-29/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-29/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-30,2026-07-30T11:01:01+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,IMPORTED,11,11,8,0.727,B,saunes~eirik franke saunes:0.96;skaret~brage skaret:0.96;schneider~daniel schneider:0.96;rasch~robin rasch:0.96;soras~tore andre soras:0.96;hjorth~jonas lange hjorth:0.96;vinge~rasmus eggen vinge:0.96;njie~bilal njie:0.96,havar jensen;sander hansen sjkvist;magnus grdem,odegaard;sjokvist;grodem,EVALUATED,https://www.sportsmole.co.uk/football/molde/preview/kfum-vs-molde-prediction-team-news-lineups_601771.html,probable=data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-30/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-30/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-30/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-30,2026-07-30T11:01:01+01:00,1492307,Remo,Vitoria,home,sportsmole,IMPORTED,11,11,9,0.818,B,marcelo rangel~marcelo rangel:1.00;ze ivaldo~zé ivaldo:1.00;mayk~mayk:1.00;ze welison~zé welison:1.00;leonel picco~leonel picco:1.00;ze ricardo~zé ricardo:1.00;yago pikachu~yago pikachu:1.00;jaja~jajá:1.00;alef manga~alef manga:1.00,marcelinho;matheus felipe,marcelo rodrigues;marllon borges,EVALUATED,https://www.sportsmole.co.uk/football/mirassol/preview/mirassol-vs-remo-prediction-team-news-lineups_602018.html,probable=data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-30/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-30/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-30/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-30,2026-07-30T11:01:01+01:00,1492307,Remo,Vitoria,away,sportsmole,IMPORTED,11,11,10,0.909,A,jamerson~jamerson:1.00;caca~cacá:1.00;luan candido~luan cândido:1.00;ramon~ramon:1.00;gabriel baralhas~gabriel baralhas:1.00;ze vitor~zé vitor:1.00;erick~erick:1.00;arcanjo~lucas arcanjo:0.96;tarzia~diego tarzia:0.96;rene~renê sousa:0.88,caique gonçalves,martinez,EVALUATED,https://www.sportsmole.co.uk/football/vitoria/preview/vitoria-vs-palmeiras-prediction-team-news-lineups_602011.html,probable=data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_learning_only.csv;data/processed/governance/vsigma_probable_lineup_sources_learning_only.csv;data/processed/today/2026-07-30/probable_lineup_sources_learning_only.csv;data/processed/governance/probable_lineup_sources_learning_only.csv; official=data/processed/today/2026-07-30/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-30/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
